student_id,age,gender,years_in_program,cumulative_gpa,backlogs_count,attendance_percentage,consecutive_absences_max,daily_study_hours,class_participation_score,extracurricular_involvement_score,peer_collaboration_score,ct1_marks_25,ct2_marks_25,assignment_marks_15,mid_sem_marks_35,risk_category
878,21,Female,1,6.05,2,80.9,2,2.44,4.59,6.29,4.71,18.2,15.1,7.4,22.0,High-Risk
879,20,Male,1,8.84,0,79.8,1,2.62,8.89,5.48,6.96,17.5,17.9,9.8,29.0,Good-Performance
880,20,Female,4,3.42,1,74.9,3,1.84,3.68,8.24,5.27,11.2,13.4,6.0,17.0,High-Risk
881,17,Female,4,7.0,4,75.0,5,1.22,3.06,4.79,4.79,11.5,17.1,10.4,20.6,Moderate-Risk
882,22,Male,3,9.77,0,84.1,3,4.82,7.28,5.56,6.67,22.7,20.0,10.4,35.0,Good-Performance
883,19,Male,2,6.73,1,75.6,1,1.87,4.52,3.05,8.41,20.7,14.7,10.8,24.2,Moderate-Risk
884,17,Male,2,6.65,1,75.8,4,1.04,8.03,3.59,5.31,9.7,9.5,9.0,19.9,Moderate-Risk
885,21,Male,3,6.84,1,76.1,2,2.35,5.17,4.05,6.88,16.3,15.2,8.3,17.6,High-Risk
886,21,Female,1,5.2,0,83.2,4,2.8,8.49,6.39,7.98,11.9,17.3,9.8,22.9,Moderate-Risk
887,17,Other,2,9.06,0,85.4,0,3.95,7.12,3.65,7.16,25.0,17.6,12.4,31.5,Good-Performance
888,18,Male,3,5.7,2,75.8,1,1.27,6.49,4.81,7.67,11.3,12.6,8.7,22.8,Moderate-Risk
889,17,Female,3,5.92,0,68.4,3,2.08,4.8,4.55,5.86,15.5,13.5,10.7,13.5,High-Risk
890,18,Male,2,4.61,4,87.4,1,1.66,9.36,4.89,7.61,13.5,15.6,6.9,21.0,High-Risk
891,17,Female,3,5.83,1,69.3,3,3.63,4.42,3.47,6.07,16.8,15.1,9.7,22.3,Moderate-Risk
892,21,Female,1,2.78,5,88.2,1,1.54,1.23,4.59,3.32,10.5,8.9,8.1,25.6,High-Risk
893,20,Male,1,5.92,3,64.8,1,1.59,6.06,2.69,4.65,9.9,19.2,7.1,24.7,Moderate-Risk
894,22,Male,1,5.24,3,77.8,1,0.56,4.25,4.92,7.43,17.8,15.3,10.2,17.4,High-Risk
895,21,Female,2,6.42,0,89.0,1,1.98,7.62,4.94,5.84,15.9,14.8,10.1,22.0,Moderate-Risk
896,20,Other,2,5.47,1,66.4,1,2.38,5.58,5.15,5.63,14.1,16.8,9.4,16.2,Moderate-Risk
897,20,Male,2,6.02,1,86.2,5,3.53,6.03,6.12,7.35,16.3,15.8,10.1,22.3,Moderate-Risk
898,17,Male,2,4.18,5,59.2,1,0.42,4.2,8.62,5.66,14.0,14.2,6.5,22.0,High-Risk
899,17,Male,2,7.66,1,80.7,2,2.83,7.11,1.68,7.49,24.0,15.2,12.9,21.9,Moderate-Risk
900,20,Female,2,3.91,5,68.7,3,1.38,4.8,4.26,5.8,10.1,6.5,7.8,18.0,High-Risk
901,17,Female,3,6.16,1,72.3,2,2.81,5.68,3.17,4.59,15.3,13.0,7.9,20.1,High-Risk
902,17,Female,1,9.85,0,91.9,1,5.05,7.34,5.62,7.99,25.0,20.0,12.3,31.0,Good-Performance
903,18,Female,2,8.17,0,82.7,1,1.21,9.48,6.42,5.66,22.8,16.3,13.0,24.1,Moderate-Risk
904,22,Female,1,6.3,2,70.7,1,3.33,8.01,2.57,8.49,15.4,8.5,10.2,27.8,High-Risk
905,19,Female,1,10.0,0,94.8,0,5.29,6.56,5.64,7.17,25.0,25.0,14.5,35.0,Good-Performance
906,21,Male,3,5.74,1,76.7,1,1.29,5.76,6.73,5.37,17.4,6.7,9.6,12.9,High-Risk
907,19,Female,4,7.57,0,88.4,1,2.98,6.13,,7.12,13.4,19.0,10.4,20.6,Moderate-Risk
908,18,Male,2,4.46,8,55.0,4,1.3,2.86,4.32,4.88,14.1,3.3,5.3,18.5,High-Risk
909,19,Male,2,5.85,2,66.2,5,1.85,1.04,6.35,4.06,12.1,11.1,8.6,24.5,Moderate-Risk
910,17,Female,1,5.51,2,48.0,7,0.58,4.14,4.49,6.15,11.9,13.2,6.4,12.3,High-Risk
911,21,Female,1,6.84,0,85.0,0,2.07,6.33,6.81,7.43,16.9,19.0,7.4,21.6,Moderate-Risk
912,18,Female,4,7.5,4,81.1,3,1.61,8.5,5.71,7.12,14.2,13.6,8.9,26.7,Moderate-Risk
913,19,Male,3,5.36,2,68.4,3,3.47,7.44,4.62,5.38,16.4,17.2,10.1,23.9,High-Risk
914,22,Male,3,8.62,2,90.6,0,3.42,8.11,2.48,4.6,18.3,13.5,11.1,27.2,Good-Performance
915,20,Male,4,5.86,1,92.6,1,4.07,7.55,5.03,6.24,18.6,18.5,9.1,23.5,Moderate-Risk
916,19,Male,3,5.84,2,67.8,3,3.1,7.51,2.86,4.86,14.5,20.8,8.7,22.7,Moderate-Risk
917,20,Male,1,7.78,1,79.4,4,3.69,7.6,2.83,6.37,15.2,17.9,11.6,24.4,Moderate-Risk
918,21,Male,3,3.59,1,51.3,4,0.36,6.73,4.3,6.29,11.6,9.8,7.5,19.7,High-Risk
919,18,Male,3,5.04,3,78.5,1,1.7,4.0,4.85,6.87,13.5,6.1,10.3,16.5,High-Risk
920,20,Female,2,6.32,1,76.8,5,2.61,5.6,2.61,7.09,21.1,15.9,9.2,20.7,Moderate-Risk
921,22,Male,3,7.46,0,77.5,1,2.43,5.76,4.67,7.63,17.6,19.8,10.2,31.1,Good-Performance
922,20,Male,2,9.05,0,88.8,1,3.22,6.69,4.52,6.31,20.2,21.3,13.0,24.8,Moderate-Risk
923,19,Female,2,6.36,6,71.7,3,2.71,5.79,3.8,5.56,11.5,15.9,9.0,27.9,Moderate-Risk
924,17,Male,3,5.1,1,72.2,2,2.64,8.42,4.49,7.34,16.0,10.7,10.1,22.1,Moderate-Risk
925,18,Female,1,4.54,0,70.2,2,0.6,6.92,6.29,7.02,9.5,13.6,9.0,18.4,High-Risk
926,22,Female,2,6.88,0,75.1,0,3.02,8.29,4.22,7.23,16.5,14.4,8.7,25.9,Moderate-Risk
927,20,Male,2,6.27,4,72.0,1,2.76,5.86,6.16,9.04,12.2,19.8,7.5,24.4,Moderate-Risk
928,18,Female,3,5.26,0,72.6,2,1.75,5.83,4.84,7.16,16.7,17.0,8.1,26.2,Moderate-Risk
929,19,Female,4,7.53,0,75.8,3,1.8,7.08,7.04,8.19,15.3,16.5,6.8,21.0,Moderate-Risk
930,20,Female,3,7.59,0,86.8,0,3.34,7.58,6.62,4.89,21.7,18.1,13.6,26.8,Moderate-Risk
931,20,Female,3,5.45,1,73.3,3,0.0,6.51,4.58,4.84,10.6,10.8,6.4,17.6,High-Risk
932,21,Female,2,5.25,5,59.1,1,1.88,8.79,3.64,5.6,13.9,11.1,10.0,17.1,Moderate-Risk
933,18,Female,3,7.07,1,94.5,1,4.32,7.97,5.97,6.62,18.4,24.2,9.3,25.6,Good-Performance
934,20,Male,1,2.3,2,54.3,3,0.0,2.63,3.95,5.31,6.3,3.9,5.7,12.3,High-Risk
935,19,Female,2,5.79,5,71.2,5,2.76,4.72,1.87,6.34,17.8,14.4,10.4,16.4,Moderate-Risk
936,22,Female,3,5.33,1,62.0,6,2.07,6.43,6.47,8.77,12.4,13.0,5.0,11.5,High-Risk
937,17,Female,1,8.54,0,99.5,0,2.17,8.85,3.78,6.64,16.2,19.6,11.6,23.5,Moderate-Risk
938,17,Female,4,6.44,0,93.5,0,2.62,8.01,0.86,7.33,16.5,15.9,11.7,19.5,Moderate-Risk
939,19,Male,2,6.76,1,89.5,2,2.95,7.13,4.85,6.54,20.7,21.0,9.1,25.8,Moderate-Risk
940,20,Female,3,6.98,1,75.5,0,1.4,4.68,6.87,7.56,13.2,15.9,10.6,18.3,Moderate-Risk
941,21,Other,2,6.0,2,74.0,3,1.39,8.17,3.82,7.59,14.0,15.9,9.0,21.8,Moderate-Risk
942,19,Male,3,6.22,5,85.9,0,2.2,8.35,4.3,6.59,15.8,14.2,10.4,25.5,Moderate-Risk
943,22,Male,3,6.64,1,77.6,3,3.46,5.81,6.0,7.6,19.5,15.9,11.8,20.1,Moderate-Risk
944,19,Male,1,5.3,0,77.1,1,1.68,6.61,4.09,7.24,17.1,16.3,8.6,25.8,Moderate-Risk
945,17,Male,4,5.37,0,75.5,0,2.12,6.29,4.79,7.55,15.1,19.3,8.9,22.8,Moderate-Risk
946,17,Female,3,4.73,2,83.5,0,1.09,5.34,6.79,6.13,11.6,17.2,7.4,14.4,High-Risk
947,22,Male,2,4.19,4,79.8,1,1.6,3.96,6.35,6.79,11.1,2.4,5.7,16.1,High-Risk
948,17,Male,3,5.82,1,78.2,3,3.49,7.25,5.45,6.11,18.1,11.1,11.0,20.0,Moderate-Risk
949,22,Female,1,7.84,0,91.7,0,2.84,4.7,1.67,4.41,14.7,23.8,10.3,22.8,Moderate-Risk
950,18,Female,3,4.99,3,65.5,3,1.04,4.21,6.17,5.16,7.1,9.8,8.8,17.6,High-Risk
951,17,Female,2,6.66,0,78.4,3,3.08,9.37,4.21,7.79,17.7,17.2,14.0,23.2,Moderate-Risk
952,18,Female,4,7.73,0,79.1,1,2.39,7.46,5.98,7.29,16.4,16.2,10.1,26.7,Moderate-Risk
953,20,Female,1,7.86,0,83.8,2,2.38,7.67,1.97,5.51,17.5,14.5,10.6,26.9,Good-Performance
954,19,Female,3,7.02,0,75.2,3,3.82,5.99,6.88,8.26,18.8,14.6,9.3,19.8,Moderate-Risk
955,21,Female,4,6.71,2,80.6,1,4.48,4.46,,4.4,18.4,16.4,13.1,26.7,Moderate-Risk
956,20,Male,4,8.69,0,78.8,3,2.64,8.3,5.86,6.91,21.2,20.4,11.1,34.8,Good-Performance
957,19,Female,3,6.59,3,69.2,1,2.78,6.64,6.87,5.71,11.4,12.0,9.7,20.3,Moderate-Risk
958,20,Male,3,4.16,1,72.5,1,2.44,6.74,5.78,6.64,11.9,16.2,5.7,21.3,High-Risk
959,22,Male,2,3.99,3,71.5,0,0.18,4.64,5.77,4.05,5.9,10.9,8.9,11.6,High-Risk
960,19,Male,1,8.53,0,96.8,0,3.48,7.34,5.18,3.97,18.7,21.8,13.9,35.0,Good-Performance
961,17,Female,3,8.99,0,92.8,0,3.4,8.7,2.56,5.83,18.7,21.6,11.9,32.1,Good-Performance
962,19,Female,3,5.49,3,61.2,3,3.47,3.39,7.65,6.7,13.4,11.7,10.7,21.4,High-Risk
963,22,Male,1,6.35,3,67.6,1,3.41,6.81,7.19,6.64,14.4,12.0,7.4,17.3,High-Risk
964,18,Female,3,4.75,1,71.3,1,1.41,5.7,4.23,4.11,13.9,10.0,9.0,23.3,High-Risk
965,22,Male,1,9.12,0,91.4,1,2.17,7.92,0.0,8.03,15.8,21.8,8.4,28.8,Moderate-Risk
966,20,Female,3,3.5,0,64.2,2,2.17,8.61,7.01,7.05,6.9,12.1,8.5,20.3,High-Risk
967,20,Female,2,3.99,1,53.3,5,1.42,4.01,1.36,6.93,14.4,14.0,5.5,19.0,High-Risk
968,18,Female,4,8.71,0,100.0,0,5.35,8.51,6.06,6.19,20.2,24.2,13.5,30.2,Good-Performance
969,22,Female,1,8.34,0,71.6,1,1.8,6.38,3.54,3.59,15.6,21.7,8.5,28.2,Moderate-Risk
970,17,Male,1,6.96,1,72.7,4,3.51,3.49,5.96,7.93,15.6,16.0,8.7,27.0,Moderate-Risk
971,18,Male,3,7.33,4,75.9,2,1.68,7.07,2.99,6.16,18.1,12.2,8.4,16.9,Moderate-Risk
972,19,Female,2,8.3,1,81.3,0,3.43,3.21,5.01,7.12,18.3,23.4,12.3,30.6,Moderate-Risk
973,19,Female,1,4.42,2,61.4,3,1.26,6.07,1.59,5.64,9.2,15.2,7.5,14.0,High-Risk
974,19,Male,3,5.18,1,74.0,2,3.54,4.68,5.03,6.08,15.6,7.9,7.1,20.3,High-Risk
975,17,Male,4,5.73,1,71.2,0,2.99,5.09,4.99,3.58,11.9,17.7,6.4,23.7,Moderate-Risk
976,18,Male,3,3.19,3,55.1,7,0.4,4.23,6.44,4.6,8.7,11.3,8.4,8.9,High-Risk
977,17,Male,1,6.09,3,74.7,3,2.38,4.07,4.04,8.04,5.2,14.3,5.3,24.3,Moderate-Risk
978,20,Male,1,5.9,6,57.8,7,2.12,5.35,5.57,7.38,15.6,10.4,10.5,18.8,Moderate-Risk
979,19,Male,3,6.15,0,80.3,1,1.22,4.58,4.21,7.69,13.4,14.2,9.6,15.8,High-Risk
980,20,Female,3,5.11,0,65.3,1,3.79,3.69,5.91,6.47,13.8,15.2,8.4,17.2,High-Risk
981,20,Male,4,4.74,7,64.8,4,3.14,5.02,5.78,6.38,17.2,11.0,7.1,11.6,High-Risk
982,21,Male,1,3.84,2,70.8,0,0.88,6.87,6.76,7.81,8.3,13.1,7.6,9.9,High-Risk
983,20,Male,2,6.64,0,83.9,0,3.25,7.69,2.65,7.91,14.5,11.6,11.7,27.3,Moderate-Risk
984,20,Male,4,5.85,1,79.1,1,4.11,5.38,4.82,6.53,10.8,16.2,11.0,16.0,Moderate-Risk
985,20,Female,1,5.43,4,55.1,1,2.51,4.58,5.57,6.06,12.1,18.3,8.9,18.1,Moderate-Risk
986,20,Male,4,7.26,4,72.1,2,2.27,5.39,8.64,7.51,15.8,17.9,7.3,20.1,Moderate-Risk
987,20,Female,2,5.44,1,72.9,0,2.18,4.22,8.97,4.29,17.3,19.7,8.0,25.1,Moderate-Risk
988,18,Female,3,5.91,1,69.3,2,0.59,4.23,2.28,5.4,13.9,13.6,7.5,19.6,High-Risk
989,18,Male,2,3.44,2,71.1,1,1.47,5.24,3.77,3.96,11.0,10.6,6.0,9.3,High-Risk
990,21,Female,4,6.79,1,100.0,0,4.16,6.31,0.0,4.84,20.3,17.2,11.6,28.3,Good-Performance
991,19,Female,4,5.07,2,74.8,0,2.64,5.41,9.39,6.4,13.9,11.4,9.2,16.3,High-Risk
992,20,Male,1,7.0,2,74.5,3,3.18,4.74,5.64,7.11,15.8,17.9,9.7,25.3,Moderate-Risk
993,18,Male,3,4.22,2,81.2,2,2.17,7.14,6.16,9.17,15.7,10.9,9.5,20.8,High-Risk
994,19,Female,1,6.92,0,67.5,0,1.29,6.75,4.37,6.18,16.7,17.3,8.2,16.3,High-Risk
995,20,Female,1,8.91,0,65.3,5,3.71,8.99,4.99,6.19,22.7,21.0,14.7,26.6,Good-Performance
996,20,Male,3,6.44,1,69.9,1,2.36,8.46,7.26,6.58,24.9,13.5,9.5,22.2,Moderate-Risk
997,20,Female,3,7.6,0,67.6,3,3.88,5.32,2.91,6.43,15.9,22.3,10.5,25.8,Moderate-Risk
998,19,Male,2,7.18,5,75.1,2,2.08,5.16,2.74,8.74,18.4,23.5,10.4,22.8,Moderate-Risk
999,22,Female,1,6.33,2,79.5,2,3.28,7.15,4.52,6.44,17.3,20.3,12.2,18.2,Moderate-Risk
1000,20,Male,1,4.8,5,53.1,3,2.27,3.19,5.02,4.0,11.4,4.4,5.3,16.1,High-Risk
1001,21,Male,1,5.72,1,68.4,0,2.59,6.22,6.11,6.82,17.5,22.8,8.6,19.8,Moderate-Risk
1002,21,Female,1,7.51,5,64.5,1,2.62,5.28,5.04,6.18,15.9,8.0,8.6,16.4,High-Risk
1003,20,Female,1,8.03,0,86.9,3,4.3,8.72,3.31,6.69,16.6,14.5,10.5,23.6,Moderate-Risk
1004,22,Female,4,6.15,2,69.5,1,3.69,7.2,4.24,6.04,13.3,9.3,8.2,14.2,Moderate-Risk
1005,17,Male,2,7.74,1,86.9,0,2.62,6.31,5.35,9.37,18.8,16.0,9.1,31.2,Moderate-Risk
1006,22,Male,4,7.03,1,81.0,2,3.15,3.82,6.32,5.01,14.2,10.4,12.0,23.2,High-Risk
1007,22,Female,1,8.16,0,100.0,0,4.79,9.21,7.0,4.54,16.7,12.9,12.4,29.7,Moderate-Risk
1008,20,Female,2,6.91,1,73.6,0,3.0,5.21,4.45,5.14,14.7,13.4,8.7,27.5,Moderate-Risk
1009,21,Male,1,7.68,1,96.8,0,1.36,7.37,3.59,5.74,13.6,15.9,13.8,35.0,Good-Performance
1010,20,Female,1,3.61,7,62.8,4,0.49,4.66,3.2,4.03,8.2,9.7,9.1,12.2,High-Risk
1011,18,Male,3,3.28,5,61.9,3,1.88,5.46,7.33,5.81,17.6,12.9,9.4,13.8,High-Risk
1012,21,Male,2,3.34,5,78.2,1,0.31,4.04,4.13,8.23,7.5,14.0,4.9,9.1,High-Risk
1013,18,Male,2,7.77,2,70.9,0,4.43,4.92,3.47,4.08,19.7,18.3,12.6,25.2,Moderate-Risk
1014,18,Male,2,7.87,0,81.0,1,4.71,7.06,5.33,4.33,15.8,19.9,14.3,18.9,Moderate-Risk
1015,20,Male,3,8.11,0,69.4,3,2.69,7.86,8.23,7.69,20.5,17.4,10.5,30.8,Good-Performance
1016,22,Female,2,4.92,2,55.3,1,1.03,5.07,3.15,5.71,12.6,17.2,7.8,20.7,High-Risk
1017,19,Male,1,4.07,1,55.5,3,1.72,5.14,6.18,5.46,16.5,18.8,7.7,18.7,Moderate-Risk
1018,19,Male,1,7.74,1,80.3,2,2.03,4.56,4.09,7.53,14.5,13.5,9.6,16.1,High-Risk
1019,17,Male,3,8.6,0,80.1,1,5.04,8.04,5.22,5.78,19.1,16.2,15.0,34.5,Good-Performance
1020,17,Male,4,8.79,0,86.0,0,2.92,8.47,6.62,4.35,20.4,18.9,12.6,27.5,Good-Performance
1021,17,Male,1,7.73,1,91.5,0,3.8,7.06,7.43,7.61,18.7,17.2,10.4,32.9,Moderate-Risk
1022,17,Female,2,6.44,1,85.7,1,4.01,5.31,3.94,5.97,18.1,16.6,10.3,23.1,Moderate-Risk
1023,22,Male,2,7.6,0,91.9,1,4.31,7.68,6.5,6.37,18.1,20.3,14.0,28.7,Good-Performance
1024,22,Female,4,7.87,3,85.6,0,2.69,6.66,5.47,3.41,12.6,14.8,5.1,17.0,High-Risk
1025,21,Female,1,6.06,2,86.6,2,2.04,6.3,5.81,4.76,10.4,10.9,9.6,25.7,High-Risk
1026,17,Male,3,5.44,3,69.3,6,4.06,4.38,7.47,5.58,13.9,15.0,9.2,15.7,Moderate-Risk
1027,17,Female,3,4.9,2,73.0,2,1.5,5.98,3.58,4.6,7.6,14.0,6.9,21.3,High-Risk
1028,18,Female,2,6.34,3,75.2,2,3.21,6.39,6.55,7.71,11.6,20.6,6.8,27.3,Moderate-Risk
1029,20,Female,3,4.69,4,67.0,1,1.46,5.97,5.31,6.1,11.9,10.7,8.5,11.3,High-Risk
1030,19,Female,3,9.28,1,69.4,4,1.66,6.49,7.37,5.94,20.3,18.3,10.6,29.3,Good-Performance
1031,19,Female,1,7.27,1,76.4,1,2.69,8.54,5.82,8.17,16.6,17.2,11.3,30.3,Good-Performance
1032,18,Female,2,7.83,0,84.2,2,3.5,7.38,4.7,5.6,25.0,18.5,10.5,30.0,Good-Performance
1033,21,Female,2,3.79,5,75.8,2,1.07,7.39,6.74,7.06,12.4,9.8,4.0,18.3,High-Risk
1034,18,Male,2,8.58,0,81.0,2,3.43,7.91,3.86,6.58,22.1,15.3,11.0,31.5,Good-Performance
1035,17,Female,3,3.28,1,47.1,3,1.81,2.73,4.2,6.81,7.3,12.4,6.3,15.7,High-Risk
1036,21,Female,3,5.61,1,69.2,3,2.2,6.61,3.5,6.98,14.6,14.8,4.9,13.9,High-Risk
1037,22,Female,4,6.91,1,61.7,1,1.73,4.93,3.75,6.93,15.7,12.4,8.5,19.2,High-Risk
1038,17,Male,2,8.34,0,85.3,2,3.26,6.68,0.0,5.57,16.7,21.4,14.4,26.6,Moderate-Risk
1039,19,Male,2,6.05,4,82.1,1,1.73,8.16,3.98,5.79,16.8,10.9,6.2,30.5,Moderate-Risk
1040,21,Male,1,5.92,5,74.8,2,2.53,4.22,4.85,5.71,20.2,19.9,8.1,21.0,Moderate-Risk
1041,21,Male,3,4.53,1,70.0,5,3.11,3.0,6.52,6.53,14.6,11.2,8.0,19.1,High-Risk
1042,22,Male,1,4.67,1,67.8,1,2.64,4.88,3.16,6.55,15.0,11.3,7.0,17.8,High-Risk
1043,19,Male,2,7.51,0,91.3,0,2.87,7.87,4.0,7.74,18.3,22.4,13.6,28.9,Good-Performance
1044,19,Male,3,8.03,0,77.4,2,4.93,8.1,4.65,5.36,13.2,14.1,10.7,23.5,Moderate-Risk
1045,21,Male,3,9.9,1,92.5,0,3.26,7.8,6.53,4.57,21.7,18.5,11.6,31.8,Good-Performance
1046,17,Male,1,7.47,2,70.2,2,1.9,2.97,5.36,4.88,16.1,14.1,9.4,22.9,Moderate-Risk
1047,18,Female,3,1.51,4,61.0,1,0.0,2.79,5.75,4.58,8.7,9.6,5.5,13.9,High-Risk
1048,20,Male,1,3.99,1,53.3,7,0.54,2.96,6.76,4.18,11.8,8.5,9.5,12.8,High-Risk
1049,21,Male,3,6.71,1,85.5,2,3.17,4.02,6.01,5.49,14.8,19.8,10.4,23.8,Moderate-Risk
1050,17,Male,3,6.95,1,72.9,5,1.97,5.71,3.79,4.23,15.0,15.6,11.2,26.5,High-Risk
1051,20,Male,3,6.39,1,72.4,2,1.48,6.6,8.42,5.49,12.2,9.1,8.7,27.6,Moderate-Risk
1052,19,Male,1,5.9,5,74.8,1,0.85,7.04,1.2,4.96,9.4,15.4,5.7,20.4,High-Risk
1053,20,Female,3,7.95,2,75.7,2,2.28,7.58,6.8,4.77,21.1,24.5,12.8,21.7,Good-Performance
1054,22,Female,1,7.23,0,78.7,1,2.06,5.8,,4.31,14.4,14.1,10.2,16.9,Moderate-Risk
1055,17,Male,2,6.56,1,85.1,0,3.81,8.48,7.49,5.23,17.5,16.2,12.9,27.7,Moderate-Risk
1056,22,Female,4,5.91,1,73.0,0,3.62,5.5,4.53,6.87,11.7,10.3,10.0,28.0,Moderate-Risk
1057,19,Male,1,7.05,0,87.4,2,4.32,6.82,4.01,5.94,21.9,16.9,11.7,22.6,Moderate-Risk
1058,21,Male,3,4.01,4,70.7,3,2.05,4.33,2.8,6.03,13.8,15.6,6.2,16.3,High-Risk
1059,19,Male,1,7.05,2,70.5,2,1.95,5.67,2.87,5.83,12.2,13.1,7.8,22.6,High-Risk
1060,18,Male,2,2.89,4,66.9,2,0.0,3.86,4.67,6.73,8.4,5.3,5.0,21.5,High-Risk
1061,21,Female,2,4.88,4,70.9,2,1.93,3.12,3.32,6.38,11.5,15.5,4.8,16.8,High-Risk
1062,21,Female,2,4.98,4,67.4,0,2.02,6.78,3.58,7.15,15.3,12.4,7.3,21.7,Moderate-Risk
1063,17,Female,3,10.0,0,89.0,1,4.77,8.35,2.88,6.39,21.2,20.8,12.8,31.1,Good-Performance
1064,21,Male,4,3.71,3,65.0,2,2.8,6.06,7.07,6.16,9.0,10.3,4.9,16.1,High-Risk
1065,21,Female,4,4.63,2,71.5,0,1.7,4.34,3.55,4.1,17.1,6.6,7.2,21.6,High-Risk
1066,19,Male,4,7.2,3,65.0,0,4.72,7.14,5.8,5.37,14.2,14.3,10.3,21.4,High-Risk
1067,22,Male,1,8.7,0,82.0,1,2.9,5.17,4.75,7.14,17.4,25.0,11.7,32.8,Good-Performance
1068,20,Male,4,7.29,2,74.7,2,3.06,7.18,5.69,5.61,10.8,19.0,8.2,27.3,Moderate-Risk
1069,19,Female,2,8.17,1,71.4,0,3.34,7.58,4.48,6.13,17.3,20.0,9.6,22.3,Moderate-Risk
1070,17,Other,1,5.74,1,64.5,3,1.34,4.17,6.55,6.73,10.3,16.5,9.0,23.4,High-Risk
1071,21,Male,2,5.32,1,75.7,1,2.81,7.64,6.23,6.88,22.0,16.8,8.5,28.8,Moderate-Risk
1072,18,Female,1,6.28,1,76.5,2,3.94,8.68,7.42,6.74,12.4,15.4,10.2,18.9,High-Risk
1073,21,Female,3,5.38,2,72.7,0,3.96,4.92,3.68,5.61,12.0,14.2,7.4,19.8,Moderate-Risk
1074,20,Female,1,8.16,1,72.2,2,3.45,8.78,3.31,7.96,25.0,19.4,11.6,26.6,Good-Performance
1075,19,Male,2,4.59,2,60.7,2,0.0,2.3,4.22,4.46,14.1,9.0,7.5,16.4,High-Risk
1076,17,Female,2,7.91,0,72.6,3,3.64,6.51,5.23,6.77,12.7,22.9,9.2,22.4,Moderate-Risk
1077,21,Female,1,7.04,3,90.3,1,3.2,2.81,6.05,5.13,16.3,10.7,9.1,18.0,Moderate-Risk
1078,17,Female,4,5.22,3,88.9,0,2.12,7.93,3.75,7.38,16.4,14.6,6.9,19.1,Moderate-Risk
1079,19,Male,2,3.72,5,61.1,2,1.38,2.55,5.4,6.44,7.7,14.5,7.8,15.7,High-Risk
1080,22,Female,2,5.75,2,59.7,1,1.28,2.28,4.63,5.61,14.6,15.8,10.9,15.8,High-Risk
1081,22,Male,3,9.05,0,92.7,1,3.34,7.89,4.47,8.14,15.1,18.1,13.2,31.0,Good-Performance
1082,22,Female,4,6.36,4,82.0,4,3.25,7.89,4.98,7.61,10.3,16.9,9.3,26.9,Moderate-Risk
1083,22,Male,2,7.95,1,96.6,0,3.97,6.46,8.0,5.85,20.5,18.4,10.7,21.2,Moderate-Risk
1084,20,Male,1,5.59,3,85.2,1,0.65,6.23,6.58,6.56,15.2,20.4,8.9,20.0,Moderate-Risk
1085,18,Male,4,5.53,3,59.6,3,2.02,8.41,7.1,7.06,21.7,13.1,7.5,22.4,Moderate-Risk
1086,22,Male,2,4.31,2,73.0,0,0.0,3.94,5.72,7.2,11.2,12.2,7.0,26.0,Moderate-Risk
1087,21,Male,1,7.11,1,79.3,1,4.23,4.97,8.52,3.8,21.7,15.3,10.0,21.8,Moderate-Risk
1088,22,Male,1,6.77,2,85.8,0,3.58,8.42,6.78,8.28,15.7,22.5,10.2,26.2,Good-Performance
1089,20,Male,1,7.83,1,82.1,2,0.96,6.99,2.15,4.06,20.3,16.1,9.3,30.9,Moderate-Risk
1090,17,Male,4,4.32,3,75.9,2,1.72,7.87,6.46,7.23,19.6,11.5,8.3,11.3,High-Risk
1091,20,Female,4,5.62,1,81.9,2,1.97,4.31,5.68,6.51,11.9,17.3,7.4,26.6,Moderate-Risk
1092,19,Female,2,8.12,1,75.2,2,2.25,3.9,6.24,5.47,11.3,14.6,9.2,21.7,Moderate-Risk
1093,22,Female,3,5.95,3,69.6,3,3.26,3.81,2.0,6.63,16.1,16.0,9.6,16.0,Moderate-Risk
1094,19,Male,4,5.65,3,86.1,1,3.18,7.47,2.07,4.71,16.3,17.9,9.3,23.2,Moderate-Risk
1095,18,Male,3,8.92,0,85.0,0,4.27,9.49,4.81,5.7,21.3,16.2,13.1,31.4,Good-Performance
1096,17,Female,3,6.03,0,83.5,1,1.16,7.54,1.49,4.92,16.5,10.7,9.5,21.1,High-Risk
1097,22,Male,4,7.98,0,78.0,1,2.79,7.82,6.41,5.57,15.4,25.0,11.3,29.6,Good-Performance
1098,21,Male,1,3.95,0,65.3,3,1.62,7.14,5.3,7.97,12.2,13.4,7.3,17.3,High-Risk
1099,17,Female,1,8.46,1,79.6,2,2.61,5.87,8.9,8.01,15.2,14.1,11.6,31.7,Moderate-Risk
1100,19,Female,3,7.69,0,70.0,3,3.06,3.55,5.75,5.57,23.0,18.2,13.3,30.2,Good-Performance
1101,19,Male,3,6.21,0,61.8,1,2.59,3.12,6.39,5.9,16.7,8.2,7.8,21.7,Moderate-Risk
1102,19,Female,1,5.16,6,72.3,1,0.15,3.26,6.16,8.51,9.6,12.5,7.8,18.1,High-Risk
1103,22,Male,2,4.81,2,46.9,3,0.24,1.32,5.16,4.64,9.6,10.7,5.3,17.8,High-Risk
1104,17,Female,3,5.91,2,92.4,1,1.98,4.36,5.24,4.86,13.8,14.1,7.2,20.3,High-Risk
